,party,sentence,primary_topic
203,BBB,"In Nederland groeit op een paar lokale initiatieven na, geen thee, dus dat kopen we in Sri Lanka, in de Franse Alpen groeien geen boontjes, dus dat kopen ze van ons.",International Affairs
204,BBB,"Onze vruchtbare delta, in combinatie met een goed klimaat om 20 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027voedsel te telen, een goede infrastructuur van wegen en rivieren en goed toegankelijk land, is ons gouden ei.",Environment
205,BBB,"Als de wereld onveiliger en handel moeilijker wordt, dan zullen landen niet bij ons aankloppen voor onze consultants, financiële diensten of mediaproducties, sorry.",Foreign Trade
206,BBB,"Maar om die kennis te hebben, heb je een sterke sector nodig.",Labor
207,BBB,"Als een kritische massa boeren, tuinders, telers en vissers verdwijnt, zal dat ook gevolgen hebben voor de bedrijven eromheen.",Agriculture
208,BBB,"Maar ook voor de kennisinstituten zoals de Hogere Agrarische scholen, het Groen onderwijs in het MBO en de Wageningen Universiteit.",Education
209,BBB,Kennisinstellingen die er zijn gekomen omdat onze agrarische sector zo sterk is.,Education
210,BBB,Laten we het kind niet met het badwater weggooien.,Civil Rights
211,BBB,"Partijen die als doel hebben onze voedselproductie te verminderen, zetten de vrijheid en veiligheid van Nederland en de welvaart EN het welzijn van complete gemeenschappen op het spel.",International Affairs
212,BBB,We moeten naar de landbouw kijken als een strategische en essentiële sector.,Agriculture
213,BBB,"Zoals de vader van het agrarisme, Thomas Jefferson, aan George Washington vertelde nadat ze de Verenigde Staten hadden gesticht; “Landbouw is onze verstandigste bezigheid, omdat het uiteindelijk het meest zal bijdragen aan echte welvaart, goede waarden & geluk.” 4.",Agriculture
214,BBB,Rome stond voor een grote crisis: een naburige stam stond op het punt de opkomende republiek te vernietigen.,Government Operations
215,BBB,Uit puur plichtsbesef accepteerde hij de oproep en verliet zijn boerderij om in Rome orde op zaken te stellen.,Civil Rights
216,BBB,Maar hij legde na 15 dagen in de stad zijn dictatorschap neer en keerde terug naar zijn boerderij om te ploegen.,International Affairs
217,BBB,Ons land is niet met zo’n mentaliteit opgebouwd en zo’n samenleving moeten we niet willen zijn.,Other
218,BBB,"21 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027We straffen niemand af omdat ze toevallig niet hoog genoeg staan op de sociale ladder, maar helpen elkaar om niet van die ladder af te vallen.",Civil Rights
219,BBB,"We moeten met zijn allen terug naar deze kern, en vanuit dit punt regie pakken over onze toekomst.",Other
220,BBB,"Dat komt door ons, en het gevoel dat we het samen moeten doen.",Other
221,BBB,Maar alles wat we aankaarten is niet een doel op zichzelf.,Civil Rights
222,BBB,"Waarin er geen grote zorgen zijn over werk, dure boodschappen en brand- stof.",Other
223,BBB,"Waarin er geen zorgen zijn over iets basaals als een leven opbouwen en een gezin stichten, en alles wat daarbij komt kijken.",Social Welfare
224,BBB,"Rust en zekerheid, en een leven wat ook echt naar eigen wensen in te vullen is in plaats van dat het afhankelijk is van juist de zaken die zo ver weg zijn.",Civil Rights
225,BBB,DE NOABERSTAAT BBB gelooft dat Nederlanders een overheid verdienen die mensen vertrouwt en een overheid die vertrouwd kan worden.,Civil Rights
226,BBB,Een overheid waar jojo-beleid verleden tijd is.,Civil Rights
227,BBB,Een regeling moet ook volgend jaar nog bestaan.,Government Operations
228,BBB,"Deze overheid accepteert dat de wereld niet maakbaar is en niet alles tot in detail kan regelen, maar kaders moet stellen en als Noaberstaat als vangnet en trampoline moet dienen.",Civil Rights
229,BBB,Daarvoor moet deze overheid praktischer worden.,Government Operations
230,BBB,"Om dat te doen moeten we ook barrières wegnemen voor MBO’ers om bij de overheid te werken, en dan niet alleen als facilitair medewerker, maar ook als beleidsmedewerker, Kamerlid, minister of staatssecretaris.",Labor
231,BBB,Momenteel worden te veel goeie mensen met praktijkervaring tegengehouden door een diploma plafond.,Education
232,BBB,In een sollicitatieprocedure moet praktijkervaring voorrang krijgen boven formele opleidingseisen.,Education
233,BBB,De overheid moet daarnaast dienstbaar en integer zijn.,Civil Rights
234,BBB,Daarvoor moet aan de voorkant een referendum op zowel nationaal als lokaal niveau mogelijk worden.,Government Operations
235,BBB,"Bij correspondentie vanuit de overheid moet het mogelijk zijn om contact op te nemen met de behandelend ambtenaar om verduide - lijking snel te kunnen verschaffen en de overheid een gezicht te geven, in plaats van een anoniem callcenter, of een online formulier.",Civil Rights
236,BBB,Maar de overheid moet bovenal decentraal zijn.,Government Operations
237,BBB,“We moeten de kloof tussen stad en regio dichten!,Government Operations
238,BBB,De echte vraag is hoe we recht doen aan die kloof.,Civil Rights
239,BBB,"Echte bestuurlijke vernieuwing gaat via een weg van zware decentralisatie van zowel bevoegdheden als middelen, hiervoor is een grondwettelijke herziening, waarbij de Rijksoverheid 22 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027soevereiniteit deelt met provincies, geen taboe.",Government Operations
240,BBB,"Zodat individuele gemeenschappen, waar mogelijk, eigen keuzes kunnen maken over hoe ze hun bestuur en wetgeving vormgeven.",Government Operations
241,BBB,Maar het vertrouwen komt natuurlijk niet terug door wat aanpassingen in de ambtenarij.,Government Operations
242,BBB,Het vereist ook een regering en Tweede Kamer die respect heeft voor de dualiteit van machten in Nederland.,Government Operations
243,BBB,VAN REGEERAKKOORD NAAR REGIEAKKOORD Partijen in de Tweede Kamer moeten inmenging vanuit de regering in hun besluitvormingsproces niet pikken.,Government Operations
244,BBB,"Daarom wil BBB straks geen regeerakkoord, maar een regieakkoord.",Government Operations
245,BBB,"Een visie op langjarig beleid in Nederland waarin ondernemers, boeren en burgers het vertrouwen wordt gegeven om dit mede vorm te geven.",Domestic Commerce
246,BBB,Een regieakkoord dat minimaal eens per jaar beoordeeld wordt door de hele Tweede Kamer.,Government Operations
247,BBB,"Geen 884 bolletjes met dichtgetimmerde afspraken, waarover de kiezer over vier jaar weer mag stemmen.",Government Operations
248,BBB,Maar als controleur van het Kabinet.,Government Operations
249,BBB,"Hij koos om leeuw te zijn, in plaats van lam.",Civil Rights
250,BBB,We kiezen 150 volksvertegenwoordigers die ervoor moeten zorgen dat er eerlijk en recht- vaardig overheidsbeleid is.,Government Operations
251,BBB,De Tweede Kamer zorgt voor realistische en uitvoerbare wetten en regels.,Government Operations
252,BBB,Kamerleden hebben meer ondersteuning nodig om tegen de macht van de ministeries op te boksen.,Government Operations
253,BBB,"Uitbundige kerkvieringen werden geschuwd, ze hadden beperkte toegang tot functies bij de overheid en het overheidsbeleid discrimineerde hen op institutionele en sociale wijze.",Civil Rights
254,BBB,"Als Kamerlid had hij de mogelijkheid om de stem van de katholieken te laten horen op het nationale toneel, om te pleiten voor gelijke rechten en om een einde te maken aan de jaren- lange discriminatie waarmee ze werden geconfronteerd.",Civil Rights
255,BBB,"De katholieke beweging die hij opbouwde, zorgde ervoor dat katholieken zich economisch, sociaal en cultureel weer konden laten gelden.",Civil Rights
256,BBB,"Alle geloven en ook mensen die niet geloven, moeten zich bij ons thuis kunnen voelen.",Civil Rights
257,BBB,"Een beweging voor mensen die niet gezien en gehoord zijn door de overheid, die zijn afgehaakt.",Civil Rights
258,BBB,"Wat het sociale klimaat in Nederland betreft, is BBB wel degelijk voor klimaatverandering.",Environment
259,BBB,"De overheid dient te handelen uit vertrouwen, niet uit wantrouwen.",Civil Rights
260,BBB,"Nieuw beleid lost niet alles op, bestaand beleid moet beter worden uitgevoerd.",Government Operations
261,BBB,"We zetten ons in voor mensen in de stad en in de regio en we brengen balans in de belangenafweging van burgers, boeren, bedrijven, industrie en mkb-ondernemers.",Domestic Commerce
262,BBB,We zijn een handelsnatie met een regionale verantwoordelijkheid voor landbouw en voedselvoorziening maar ook van wereldse betekenis in handel en technologie.,Foreign Trade
263,BBB,Wel moet je realistisch zijn over dat wat je kan dragen als samenleving.,Civil Rights
264,BBB,"We nemen niet de hele wereld op onze schouders, maar kijken wat haalbaar en draagbaar is.",International Affairs
265,BBB,We investeren in de verbinding tussen stad en platteland en in een duurzame toekomst.,Environment
266,BBB,"Of het nou gaat over toeslagen, woningbouw, asiel, stikstof, zorg, armoede of onderwijs.",Social Welfare
267,BBB,Mensen moeten snappen wat we aan het doen zijn.,Civil Rights
268,BBB,"En dingen die we niet uit kunnen leggen, moeten we niet doen.",Civil Rights
269,BBB,BBB kijkt niet alleen naar welvaart maar vooral ook naar welzijn.,Social Welfare
270,BBB,"Als je genoeg verdient, maar nergens geld kunt pinnen, heb je er niks aan.",Domestic Commerce
271,BBB,"Als je naar school kunt, maar er rijdt geen bus, heb je er weinig aan.",Transportation
272,BBB,"Als je genoeg geld hebt, maar je hebt zorg nodig en je staat op de wachtlijst heb je er niks aan.",Health
273,BBB,We streven naar wat men dan noemt een brede welvaart.,Other
274,BBB,"Een rechtvaardige samenleving, een gezonde economie, met loon naar werken.",Labor
275,BBB,Fouten maken mag en als dat gebeurt dan bied je gewoon je excuses aan als overheid en los je de eventuele schade die is ontstaan op.,Domestic Commerce
276,BBB,"Ministeries kennen veel overlap, maar in de Haagse silo’s (de ministerietorens) wordt vaak eigen beleid gemaakt.",Government Operations
277,BBB,"Een voorbeeld: De minister van Langdurige zorg wil dat ouderen zo lang mogelijk thuis blijven wonen en de minister van Wonen wil dat ouderen zo snel mogelijk hun huis uit gaan, omdat deze vrij moeten komen voor gezinnen.",Social Welfare
278,BBB,BBB wil beleid en uitvoering van de verschillende ministeries op elkaar afstemmen.26 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027NOABERSCHAP Er voor elkaar zijn is vanzelfsprekend en we kijken als samenleving naar elkaar om.,Government Operations
279,BBB,Behandel de ander zoals je zelf behandeld wilt worden.,Civil Rights
280,BBB,"We stoppen met de cancel cultuur, waarbij mensen die iets zeggen of vinden wat een ander onwelgevallig is, meteen weg moeten, moeten worden ontslagen, of aan de schandpaal worden genageld.",Labor
281,BBB,We respecteren de privacy van burgers en “komen niet achter hun voordeur”.,Civil Rights
282,BBB,"Gaat iets niet zoals het moet, dan leggen we uit waarom iets niet gaat.",Civil Rights
283,BBB,Ons ideaal is dat iedereen in dit land zonder zorgen kan leven.,Social Welfare
284,BBB,"De negatieve spiraal in de regio waarin alle basisvoorzieningen de laatste jaren zijn verdwenen, moet doorbroken worden.",Government Operations
285,BBB,We willen dat de bus gewoon stopt in de buurt.,Transportation
286,BBB,"Dat er goede spoorverbindingen zijn tussen stad en platteland, maar ook tussen plaatsen in de Euregio.",Transportation
287,BBB,Dat tradities en folklore in Nederland blijven bestaan.,Civil Rights
288,BBB,DE OPENBARING VAN DE REGIO Het rapport ‘Elke regio telt!’ is een uitgebreide en goed onderbouwde uitwerking van ontwikkelingen die mensen in die regio’s al heel lang zien gebeuren: de verschraling van voorzieningen.,Government Operations
289,BBB,De focus bij het maken van beleid lag op de grootstedelijke gebieden.,Government Operations
290,BBB,"Het idee van beleids- makers, om ‘sterke’ regio’s sterker te maken, zorgde ervoor dat de regio’s die als ‘zwak’ waren bestempeld, alleen maar verder achter kwamen te staan.",Government Operations
291,BBB,"De overheid moet stoppen met een groot bedrijf te zijn, waar de menselijke maat, misschien niet eens doelbewust, naar de tweede plaats is gegaan, en waar alles draait om geld en efficiency.",Domestic Commerce
292,BBB,"Het gaat niet alleen om welvaart, maar ook om welzijn.",Social Welfare
293,BBB,Verandering is niet een kwestie van kunnen.,Civil Rights
294,BBB,Steeds dezelfde groepen mensen ervaren minder toegang in de systemen die onze samenleving van ons allemaal maken.,Civil Rights
295,BBB,"OPENBAAR VERVOER OPEN, ALTIJD, OVERAL30 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027Mensen vragen niet veel van de overheid.",Other
296,BBB,"Mensen willen gewoon hun geld kunnen pinnen, hun kind naar school kunnen brengen, hun brief op de post kunnen doen, met het OV of de auto naar hun werk kunnen, indien nodig naar de huisarts en zo af en toe een duik in het publieke zwembad in hun dorp of stadswijk kunnen nemen.",Social Welfare
297,BBB,WE HOUDEN DE BASISVOORZIENINGEN OP PEIL Onderwijs & kinderopvang; kwalitatief goed én goed bereikbaar.,Education
298,BBB,"Basis, middelbaar en vervolgonderwijs voor iedereen.",Education
299,BBB,"Speciaal onderwijs in de buurt en als dit verder weg is, moeten kinderen en jongeren die naar het speciaal onderwijs gaan, goed vervoer hebben.",Education
300,BBB,Voldoende pinautomaten in wijken en dorpen Streekziekenhuizen blijven zoveel mogelijk bestaan.,Health
301,BBB,Woonzorgcentra en andere woonvormen voor ouderen die meer zorg nodig hebben in de vorm van moderne ‘bejaardenhuizen’ in de buurt.,Social Welfare
302,BBB,Voldoende andere zorg dichtbij voor iedereen: zoals bijvoorbeeld de huisarts en fysiotherapeut.,Health
303,BBB,Je hoeft je niet te schamen voor je taal.,Civil Rights
304,BBB,In de steden is behoefte aan rust en ruimte; stedelijk groen als parken en bomen moeten zo veel als mogelijk beschermd worden en goed onderhouden.,Environment
305,BBB,Op het platteland behouden we de karakteristieke open polders en het coulissenlandschap.,Environment
306,BBB,Bereikbaarheid: Openbaar vervoer is voor iedereen beschikbaar vanuit huis.,Transportation
307,BBB,Flex taxi’s als onderdeel van het openbaar vervoer kan een oplossing zijn.,Transportation
308,BBB,"We zijn tegen rekeningrijden, dit is in een dunbevolkt gebied oneerlijk.",Domestic Commerce
309,BBB,"Hou de verkeersveiligheid onder controle door de aanleg en onderhoud van veilige wegen, fiets- en voetpaden.",Environment
310,BBB,We ondersteunen (lokale) initiatieven tegen armoede en eenzaamheid.,Social Welfare
311,BBB,BBB wil dat gemeenten hier van elkaar leren en stimuleert de invoering daarvan in heel Nederland.,Government Operations
312,BBB,"Indien nodig, passen wij de Wet Maatschappelijke Ondersteuning (Wmo) aan zodat dit onderdeel daarvan wordt.",Social Welfare
313,BBB,In BIZ (Bedrijven Investerings Zones) en ondernemersverenigingen.,Domestic Commerce
314,BBB,Het is vanzelfsprekend dat ambtenaren op de hoogte zijn en blijven van wat er speelt in wijken en buurten.,Government Operations
315,BBB,Creëer flexibiliteit in regelgeving op regionaal niveau om lokale problemen aan te pakken.,Government Operations
316,BBB,Daar voelen mensen zich verbonden in hun culturele identiteit.,Civil Rights
317,BBB,"De oorzaak én het gevolg hiervan is dat mensen elkaar kennen, elkaar begrijpen, elkaar wat gunnen, elkaar in hun waarde laten en naar elkaar omkijken.",Civil Rights
318,BBB,Het is juist die vertrouwde omgeving die mensen missen.,Civil Rights
319,BBB,"Kijkende naar de ontwikkelingen in de regio zijn die zorgen zeker legitiem.32 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027En vergeet ook niet de rol van boeren en bedrijfsleven, vaak familiebedrijven, in sociaal culturele evenementen in de regio’s.",Government Operations
320,BBB,"Daarnaast vindt BBB dat cultuur in zichzelf van waarde is en niet via beleid politiek gemaakt moet worden, zoals nu veel gebeurt via opgelegde inclusie- en diversiteitspolitiek.",Civil Rights
